index,Topic_0,Topic_1,Topic_2,Topic_3,signal,month,net_change
previously,0.0011113540025539065,0.00022907690981924367,1.1235042335676318e-05,0.0005954954445232638,positive,11-2021,2.0
general,0.0011034751893638534,0.0010040571691832768,0.0005014492886557761,6.132124885530496e-06,positive,11-2021,2.0
proceeds,0.0011024832956453455,5.213007705418349e-06,1.0976261488059893e-05,0.00017208808020419564,positive,11-2021,2.0
accelerate,0.001101274739341805,0.00032203449298303716,0.0002611401801158904,0.0015309088918550294,positive,11-2021,2.0
lower,0.0011012745375080762,5.39282345968123e-06,1.096394476655169e-05,0.00020303315126728392,positive,11-2021,2.0
check,0.0010933527839943487,0.001478874454630681,1.1021617574162894e-05,6.224996411885924e-06,positive,11-2021,2.0
equipment,0.0010872522583523188,0.0021582916395841293,1.1189270523534604e-05,6.111357564931786e-06,positive,11-2021,2.0
largely,0.001086180459042982,0.0003429446469430982,1.1289258788803514e-05,6.124742913301288e-06,positive,11-2021,2.0
challenge,0.0010824886239591144,0.0043746915861369055,0.002285757405135465,6.105118354646106e-06,positive,11-2021,2.0
progress,0.0010808726140843587,0.0006407230354386457,0.0010886251308282076,0.0027973775173874525,positive,11-2021,2.0
relative,0.0010603587260364497,0.0019486451118845894,1.1079313437141237e-05,9.333455749637038e-05,positive,11-2021,2.0
visit,0.001050707029020701,0.0006632854537244186,1.1407479354623972e-05,0.0002684779824922394,positive,11-2021,2.0
manage,0.0010464346233558792,0.0014159773559603006,0.000862584234270572,0.0007042535034405152,positive,11-2021,2.0
outperform,0.0010454742571250444,0.00023540859134763188,1.1114055900308573e-05,0.0002281371509953952,positive,11-2021,2.0
post,0.001036286160826064,0.00032720825180331247,0.0008906489406841031,0.0002765170084571857,positive,11-2021,2.0
encourage,0.001033472757569083,0.0003374439963085202,0.001334506118911665,0.000593430571658416,positive,11-2021,2.0
maintenance,0.0010293901708225042,5.309323472127013e-06,1.1013307726855532e-05,0.00017893051079107997,positive,11-2021,2.0
north,0.001027670670368591,0.00030248273678368806,0.000986055796121321,0.0022129314630656228,positive,11-2021,2.0
contribution,0.0010201762529481802,5.3467075918293716e-06,1.1181060730054723e-05,0.0009682258464418503,positive,11-2021,2.0
item,0.0010149863500048901,0.0013252005964622853,0.0005184381120748562,0.00042704429319423415,positive,11-2021,2.0
season,0.0010142377102267618,0.0008140310060643485,1.1205275093388473e-05,0.0014491741168134286,positive,11-2021,2.0
early,0.0010119780601265697,0.0035807890191071334,0.0009293071150408908,0.001947494075562862,positive,11-2021,2.0
currently,0.0010112222547179661,5.358925702359994e-06,0.002465053050841798,0.0012765960166716524,positive,11-2021,2.0
similar,0.0010085506650031279,0.0014380626070456136,0.0004957969052699341,0.0004349059100299193,positive,11-2021,2.0
purchase,0.0010079506388621436,8.920477555714124e-05,1.0981490589528818e-05,0.000401861333838733,positive,11-2021,2.0
raise,0.0010058336384419647,0.00015758503680480287,0.0003165766842240569,6.0875541843675655e-06,positive,11-2021,2.0
staffing,0.001004393525952418,0.002198003071558423,1.1233513529046325e-05,6.081179822066834e-06,positive,11-2021,2.0
common,0.0009946857232572678,5.27020599781022e-06,1.0953692162237819e-05,9.069305753381622e-05,positive,11-2021,2.0
particularly,0.0009933346418139178,0.0008052400865767491,0.0011044196692361291,0.0009663600580281595,positive,11-2021,2.0
shift,0.0009916805837859352,0.0019082955140997224,1.1139294845622184e-05,0.0004733548980021721,positive,11-2021,2.0
course,0.000990029815475949,0.00145806158451064,0.0010398690244480373,0.0010902033243383345,positive,11-2021,2.0
region,0.0009846640424109555,5.292970115326058e-06,0.0018167258969150357,6.143708005600447e-06,positive,11-2021,2.0
consistent,0.0009815211884974559,0.001151586134742044,1.1192651125323073e-05,0.000247333293306198,positive,11-2021,2.0
certain,0.0009803410270989034,0.001076159262120599,0.0030628954602196366,6.175464443101276e-06,positive,11-2021,2.0
calendar,0.0009745880281704588,0.00022384951757585422,1.1206679243624258e-05,6.117370083730734e-06,positive,11-2021,2.0
start,0.0009739071735104284,0.008344534281176354,0.0035533996107425287,0.001659825479078925,positive,11-2021,2.0
december,0.0009726752312305285,0.0006744550484993554,0.0007032390158632025,6.0541529966465425e-06,positive,11-2021,2.0
additionally,0.0009550172479811724,5.225986323061245e-06,0.00041239974070120245,0.000777057974899108,positive,11-2021,2.0
measure,0.0009508996162116498,5.30207887695274e-06,0.008197561857815651,6.109437852762508e-06,positive,11-2021,2.0
pressure,0.0009482056100186347,0.0037214623150954424,1.1049465033385757e-05,6.083524434314082e-06,positive,11-2021,2.0
less,0.0009464359331724133,0.0022262587234594,1.12109954325868e-05,0.0005972614941995638,positive,11-2021,2.0
normalized,0.0009463685327066262,9.068793505695604e-05,1.0976414864499387e-05,6.07261203760501e-06,positive,11-2021,2.0
higher,0.0009463012334923876,9.068386581304695e-05,1.0960525221589619e-05,6.147812011338218e-06,positive,11-2021,2.0
negative,0.0009434709498057737,0.0006489892051304208,9.653901056273045e-05,6.08381077865817e-06,positive,11-2021,2.0
part,0.0009433576118871424,0.004555297553091432,0.0014031788277172586,0.002423393213425272,positive,11-2021,2.0
hour,0.0009383796364673337,0.0016725508748734496,0.001934015045338365,6.160506581208622e-06,positive,11-2021,2.0
direct,0.0009342622407727552,0.0003825679334590323,1.1012991211378866e-05,0.0005803627934669686,positive,11-2021,2.0
equity,0.0009242245847706408,5.273714709217407e-06,0.0005914772302720727,0.00019595098841250413,positive,11-2021,2.0
late,0.0009201262584895143,0.0011257026433354903,0.00030804715648477743,0.00032026223095739284,positive,11-2021,2.0
improved,0.0009178447284154879,5.2393761780604984e-06,1.1153312659633445e-05,0.00019114406906341422,positive,11-2021,2.0
double,0.0009132213864383412,5.340083742912243e-06,0.000282466733225542,0.0015176400491386593,positive,11-2021,2.0
canada,0.0009122346778035663,5.3206600401958235e-06,1.1178188987383077e-05,0.0013075755688730336,positive,11-2021,2.0
seasonality,0.0009072547147031971,0.0006924962834403403,1.0939746510203137e-05,6.056381727545018e-06,positive,11-2021,2.0
large,0.0008994738240263978,0.0009404471451036147,0.0015924529233883559,0.003871120606652698,positive,11-2021,2.0
metric,0.0008980043171101537,0.00022795505251526745,0.0006258021313784706,0.0005139985635274001,positive,11-2021,2.0
june,0.000894016682897607,0.0001809930730377579,0.0001264991372581274,6.05121220348168e-06,positive,11-2021,2.0
steady,0.0008936530362413284,0.0001736411545867623,1.1074907425000718e-05,0.00019863722347737537,positive,11-2021,2.0
effort,0.0008876726532424796,6.338022069878796e-05,0.0025012088902679292,0.0005819332603988149,positive,11-2021,2.0
consolidated,0.0008869263950091981,5.244340715688813e-06,0.00034401559864563895,6.080361171079567e-06,positive,11-2021,2.0
king,0.000886847820559393,0.0002415640063914636,1.1043513898325147e-05,6.108669618389472e-06,positive,11-2021,2.0
recent,0.0008861725453878469,5.286895951996968e-06,0.0015876485916097866,0.0010937951650699313,positive,11-2021,2.0
complete,0.0008825375301770571,5.29970198260212e-06,0.0014459364198056393,0.0010550370202740875,positive,11-2021,2.0
follow,0.0008820201367200785,0.004597381530283494,0.0013238071586695976,0.0010028193352187474,positive,11-2021,2.0
add,0.0008805584585562303,0.0027096597345829146,0.0016290489578705788,0.0025409052486232105,positive,11-2021,2.0
reach,0.0008717747981135685,5.530407563538995e-05,0.0010033914033488087,0.0014911276897502045,positive,11-2021,2.0
assume,0.0008653125063874694,0.0009794499180788756,0.0007316535639242892,6.116203375164515e-06,positive,11-2021,2.0
visitation,0.0008608227744746289,0.0003531456991533145,0.00028688171277024474,4.9208304187534774e-05,positive,11-2021,2.0
management,0.0008503206803962345,5.3192330844974895e-06,0.0035795484921525146,0.0012007256361568379,positive,11-2021,2.0
single,0.0008497161503530684,0.001553017548893035,0.0002767931277506216,0.0006883237618136677,positive,11-2021,2.0
meaningfully,0.0008455609113347019,0.00010836104544903242,1.1226286102367504e-05,0.00022813480291358692,positive,11-2021,2.0
historically,0.0008399323047743942,0.001264560443750507,1.1171231538874176e-05,6.129751933777793e-06,positive,11-2021,2.0
november,0.0008363512821558448,0.0003769622139245705,0.001119072954420406,6.1347452467429876e-06,positive,11-2021,2.0
ipo,0.0008327052315977235,6.444595905012761e-05,0.0005823920024905481,6.1383156532906035e-06,positive,11-2021,2.0
promotional,0.0008325161174832418,0.000300467135006955,1.0995756513166067e-05,0.00031819341591498017,positive,11-2021,2.0
count,0.0008304525809554587,0.00022823545034628115,0.0010597508346355847,6.152877132330756e-06,positive,11-2021,2.0
optimistic,0.0008299745512586299,0.00041000858919608147,1.1153937544377973e-05,0.00025369120319546453,positive,11-2021,2.0
europe,0.0008261297459959429,0.00031856135285156294,0.0003864051140606196,6.167669019643639e-06,positive,11-2021,2.0
staff,0.0008160405930858477,0.003645974021953059,0.0017527701836922314,6.1008543064819325e-06,positive,11-2021,2.0
property,0.0007946021136357512,0.0016970276176657174,0.003316099413844103,0.002682466325122479,positive,11-2021,2.0
regard,0.0007904949157366099,0.0011799070111564983,0.002397703274812375,6.154721796878112e-06,positive,11-2021,2.0
summer,0.0007874751411281212,0.0005425709371910484,1.1100138810311973e-05,0.00025938265907205735,positive,11-2021,2.0
night,0.0007858665626803552,0.0011904063657820847,0.00014795428868622908,6.144692501908187e-06,positive,11-2021,2.0
industry,0.0007821391392325464,0.0026825239480789474,0.0031481821701989494,0.002696766541252302,positive,11-2021,2.0
temporary,0.0007806883390495912,5.2936294831064084e-06,0.0015021823692752427,6.0917397755641955e-06,positive,11-2021,2.0
initiative,0.000780388759597023,0.00018745333201813198,1.1259046030085393e-05,0.0033502845528586692,positive,11-2021,2.0
perspective,0.0007777859308911374,0.002435467741319351,1.1197781069785616e-05,0.0005698377158204759,positive,11-2021,2.0
event,0.0007775136393856022,0.0004900567010692054,0.0028884771590812464,0.0017478642999963813,positive,11-2021,2.0
beginning,0.0007758169047125436,0.00044627696715603094,0.00015341312081239265,0.000513421207786304,positive,11-2021,2.0
rest,0.0007752089060624437,0.0010289649450853512,5.891447403735524e-05,0.0004321104168279445,positive,11-2021,2.0
issue,0.0007721664350890899,0.0015710667780438582,0.0020970269355784325,6.090990826479934e-06,positive,11-2021,2.0
face,0.000769998387267026,0.0008269869830354176,1.1199773094043561e-05,6.151680536172917e-06,positive,11-2021,2.0
comparison,0.0007597988667479276,0.00019099597649327712,0.0004924817123851226,6.074670278032614e-06,positive,11-2021,2.0
saving,0.0007588025136500974,0.0004208304432069389,1.105318165883867e-05,6.128582098189248e-06,positive,11-2021,2.0
healthy,0.0007580429121601305,5.3382949534326585e-06,0.000517887110152136,0.0005690862618447698,positive,11-2021,2.0
impressive,0.000755784661444795,5.26904519556613e-06,1.1055979464887089e-05,0.0006402005071770834,positive,11-2021,2.0
discount,0.0007553297633211655,0.0002938564673834635,1.0987076402410057e-05,6.166685081346192e-06,positive,11-2021,2.0
lease,0.0007537189091868803,5.2550256566798875e-06,0.001874281020638597,6.1033266916969345e-06,positive,11-2021,2.0
ratio,0.0007513345863702359,5.321753194164966e-06,1.0940770746105241e-05,0.0005541721357857158,positive,11-2021,2.0
profitability,0.0007512981200158042,0.000540011649514713,1.1024442503571506e-05,0.0012868157245529287,positive,11-2021,2.0
let,0.0007489333067708716,0.002221013797271982,0.003365016098830164,0.0007691071984277901,positive,11-2021,2.0
headwind,0.0007425986432184931,0.00154933960056985,1.1058390265727844e-05,6.075543302706984e-06,positive,11-2021,2.0
service,0.0007424492844969087,5.358034286692678e-06,0.0012280192401994342,0.004667748053511127,positive,11-2021,2.0
case,0.000741723918239399,0.001688413435968858,0.000755928168470849,6.2127542946372115e-06,positive,11-2021,2.0
solid,0.0007311244984565628,5.3557383715479005e-06,0.0001411350498895383,0.0005309821986637136,positive,11-2021,2.0
along,0.0007303677313646775,0.0006100441275967583,0.001663205975657937,0.0005249702733864293,positive,11-2021,2.0
especially,0.0007197439828956894,0.0012290347166223445,0.0006674691194000281,6.2030976111994405e-06,positive,11-2021,2.0
key,0.0007066905677803576,0.0005763206535025043,0.0008767099594085848,0.003031556393253011,positive,11-2021,2.0
realize,0.0007021040868472549,0.0004571044889354482,1.1120802584459228e-05,0.00031648200782820963,positive,11-2021,2.0
primary,0.0006995285686842496,0.0002668606155819527,1.1155600759692426e-05,0.0001485910859654043,positive,11-2021,2.0
lift,0.0006984807225557091,0.0003388818603294053,1.1087201097110622e-05,6.13196208767645e-06,positive,11-2021,2.0
yet,0.0006958165837840206,0.0015936284883687625,0.0008672150499389381,0.0004572028727831614,positive,11-2021,2.0
daily,0.0006918188987773259,5.3299814757442815e-06,0.00037203499439391273,0.001160762775604445,positive,11-2021,2.0
peak,0.0006893115437513458,0.000473731451005294,0.0009424010602655436,6.164644225191949e-06,positive,11-2021,2.0
structure,0.0006805854443397826,0.00020258090121588027,0.000528818764702525,0.0012167755298512861,positive,11-2021,2.0
although,0.0006785185363042168,0.0005089648405979726,1.1071046409349885e-05,0.00021802816552464439,positive,11-2021,2.0
comment,0.000670318541047857,0.0029001010272978324,0.003562770348388419,6.1351012436890286e-06,positive,11-2021,2.0
normal,0.0006508892438130132,0.0015441703619197386,1.1027757706080136e-05,6.09085972140179e-06,positive,11-2021,2.0
towards,0.0006443338868215345,0.0011537754714318802,0.0003870931667972354,0.000497201781568845,positive,11-2021,2.0
flat,0.0006404886042393163,0.0004367767693961689,1.1038007863027861e-05,6.093603775726531e-06,positive,11-2021,2.0
recognize,0.0006320904562075602,5.312322940172e-06,0.0010724724738343076,0.00031904439337445285,positive,11-2021,2.0
annual,0.0006273446961646175,0.0002510769532462079,0.0017352074282634719,9.427303090045431e-05,positive,11-2021,2.0
relatively,0.0006225011490501509,0.0005084302462740206,1.1069298736536312e-05,0.00011984556623130444,positive,11-2021,2.0
acquire,0.000621229741142299,5.256334816995448e-06,0.0004384355844070837,0.001339207251148923,positive,11-2021,2.0
america,0.0006180589986947626,0.00011291706849135141,0.0013801205629807665,0.0010290875214804213,positive,11-2021,2.0
around,0.0006165884235667212,0.006205041908576279,0.00019422800335576427,0.0018997190825668087,positive,11-2021,2.0
historical,0.0006151515199926798,0.0006405636478090237,0.0014786959764554735,6.111418122527478e-06,positive,11-2021,2.0
march,0.0006141001416231778,0.0004566239848416176,1.308915345819216e-05,6.1920469860023574e-06,positive,11-2021,2.0
portion,0.000614022605148269,0.00039622020334877713,0.00024915863765777313,6.214397180396071e-06,positive,11-2021,2.0
absolute,0.0006130614825998581,0.0004584931914241075,1.1053330161487062e-05,6.102337457921629e-06,positive,11-2021,2.0
importantly,0.000612421472452097,5.329667134565906e-06,0.0007145229739671224,0.0016156259274242855,positive,11-2021,2.0
mark,0.0006115298360621155,0.00017992284062966508,0.0015636129654804484,0.0002556571593691309,positive,11-2021,2.0
available,0.0006114368718732417,5.291009560719549e-06,0.004502132889208332,0.0010017286350504269,positive,11-2021,2.0
regional,0.0006109848416631599,5.3600561987037966e-06,0.0006456378837956689,0.0006636166283394184,positive,11-2021,2.0
cheesecake,0.0006088849124267376,0.00043575556170439384,1.1126215471465951e-05,6.1803027051835375e-06,positive,11-2021,2.0
implement,0.0006078314520009717,7.840168055821254e-05,1.1103471838871392e-05,0.0008113756934561963,positive,11-2021,2.0
effect,0.0006051732820281867,0.0007241189308180799,1.1070794423820502e-05,6.176594562945078e-06,positive,11-2021,2.0
limited,0.0006046560751018071,0.00014302024516821518,0.001014805762870511,6.2853709622226235e-06,positive,11-2021,2.0
dining,0.000599645129296652,0.0005849087651134428,1.4643500988545113e-05,0.0009514291107006913,positive,11-2021,2.0
